代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600004.SH,白云机场,2006-09-12,4.9048,4.9199,4.9807,4.8972,4.9731,4338917,28289246,0.0683,1.3932,6.5199,0.9115,3117800000,N/A,6550000000,476000000,0,1000000000,26.0424,1.6433,3.0475,-10.1938,
600004.SH,白云机场,2006-09-13,4.9731,4.9731,5.0035,4.9427,4.9579,4082588,26766200,-0.0152,-0.3053,6.5562,0.8577,3108280000,N/A,6530000000,476000000,0,1000000000,25.9629,1.6383,3.0382,-10.1627,
600004.SH,白云机场,2006-09-14,4.9579,4.9503,4.9655,4.8744,4.8972,5737667,37092344,-0.0607,-1.2251,6.4647,1.2054,3070200000,N/A,6450000000,476000000,0,1000000000,25.6448,1.6182,3.001,-10.0382,
600004.SH,白云机场,2006-09-15,4.8972,4.8972,5.0338,4.882,5.0186,7244392,47580474,0.1215,2.4806,6.5679,1.5219,3146360000,N/A,6610000000,476000000,0,1000000000,26.281,1.6583,3.0754,-10.2872,
600004.SH,白云机场,2006-09-18,5.0186,5.0186,5.1553,4.9959,5.0718,10173949,68062623,0.0531,1.059,6.6899,2.1374,3179680000,N/A,6680000000,476000000,0,1000000000,26.5593,1.6759,3.108,-10.3961,
600004.SH,白云机场,2006-09-19,5.0718,5.049,5.0794,4.9883,5.011,4750778,31511452,-0.0607,-1.1976,6.6329,0.9981,3141600000,N/A,6600000000,476000000,0,1000000000,26.2412,1.6558,3.0708,-10.2716,
600004.SH,白云机场,2006-09-20,5.011,5.0035,5.0414,4.9655,5.0338,3888166,25630335,0.0228,0.4545,6.5919,0.8168,3155880000,N/A,6630000000,476000000,0,1000000000,26.3605,1.6633,3.0847,-10.3183,
600004.SH,白云机场,2006-09-21,5.0338,5.0262,5.0718,5.0035,5.0566,3978436,26376133,0.0228,0.4525,6.6298,0.8358,3170160000,N/A,6660000000,476000000,0,1000000000,26.4798,1.6709,3.0987,-10.365,
600004.SH,白云机场,2006-09-22,5.0566,5.049,5.0642,4.9807,4.9959,3697156,24397660,-0.0607,-1.2012,6.599,0.7767,3132080000,N/A,6580000000,476000000,0,1000000000,26.1617,1.6508,3.0615,-10.2405,
600004.SH,白云机场,2006-09-25,4.9959,4.9959,5.1249,4.9579,5.0946,15982342,105879778,0.0987,1.9757,6.6248,3.3576,3193960000,N/A,6710000000,476000000,0,1000000000,26.6786,1.6834,3.1219,-10.4428,
600004.SH,白云机场,2006-09-26,5.0946,5.087,5.087,5.0262,5.0718,2621315,17448131,-0.0228,-0.4471,6.6563,0.5507,3179680000,N/A,6680000000,476000000,0,1000000000,26.5593,1.6759,3.108,-10.3961,
600004.SH,白云机场,2006-09-27,5.0718,5.0642,5.0718,5.0262,5.0718,1800883,11972724,0,0,6.6483,0.3783,3179680000,N/A,6680000000,476000000,0,1000000000,26.5593,1.6759,3.108,-10.3961,
600004.SH,白云机场,2006-09-28,5.0718,5.0718,5.0946,5.0414,5.0642,2461899,16423167,-0.0076,-0.1497,6.6709,0.5172,3174920000,N/A,6670000000,476000000,0,1000000000,26.5195,1.6734,3.1033,-10.3806,
600004.SH,白云机场,2006-09-29,5.0642,5.0566,5.1173,5.0566,5.1098,4736814,31845933,0.0456,0.8996,6.7231,0.9951,3203480000,N/A,6730000000,476000000,0,1000000000,26.7581,1.6884,3.1312,-10.4739,
600004.SH,白云机场,2006-10-09,5.1098,5.1173,5.2009,5.0946,5.1933,7083198,48036386,0.0835,1.6345,6.7817,1.4881,3255840000,N/A,6840000000,476000000,0,1000000000,27.1954,1.716,3.1824,-10.6451,
600004.SH,白云机场,2006-10-10,5.1933,5.1933,5.1933,5.087,5.1173,4117008,27828524,-0.0759,-1.462,6.7594,0.8649,3208240000,N/A,6740000000,476000000,0,1000000000,26.7978,1.6909,3.1359,-10.4895,
600004.SH,白云机场,2006-10-11,5.1173,5.1173,5.1629,5.0718,5.0794,2732738,18350454,-0.038,-0.7418,6.715,0.5741,3184440000,N/A,6690000000,476000000,0,1000000000,26.599,1.6784,3.1126,-10.4117,
600004.SH,白云机场,2006-10-12,5.0794,5.087,5.1249,5.049,5.0794,3916135,26154984,0,0,6.6788,0.8227,3184440000,N/A,6690000000,476000000,0,1000000000,26.599,1.6784,3.1126,-10.4117,
600004.SH,白云机场,2006-10-13,5.0794,5.0794,5.1173,5.0718,5.0794,2618275,17564718,0,0,6.7085,0.5501,3184440000,N/A,6690000000,476000000,0,1000000000,26.599,1.6784,3.1126,-10.4117,
600004.SH,白云机场,2006-10-16,5.0794,5.0794,5.1098,5.0718,5.087,2959788,19819893,0.0076,0.1495,6.6964,0.6218,3189200000,N/A,6700000000,476000000,0,1000000000,26.6388,1.6809,3.1173,-10.4272,
600004.SH,白云机场,2006-10-17,5.087,5.087,5.1173,5.0718,5.0794,2787200,18671204,-0.0076,-0.1493,6.6989,0.5855,3184440000,N/A,6690000000,476000000,0,1000000000,26.599,1.6784,3.1126,-10.4117,
600004.SH,白云机场,2006-10-18,5.0794,5.0718,5.1022,5.0718,5.0946,2800405,18749895,0.0152,0.299,6.6954,0.5883,3193960000,N/A,6710000000,476000000,0,1000000000,26.6786,1.6834,3.1219,-10.4428,
600004.SH,白云机场,2006-10-19,5.0946,5.0946,5.1249,5.0718,5.087,3291859,22086492,-0.0076,-0.149,6.7094,0.6916,3189200000,N/A,6700000000,476000000,0,1000000000,26.6388,1.6809,3.1173,-10.4272,
600004.SH,白云机场,2006-10-20,5.087,5.087,5.1173,5.0794,5.087,2628598,17640195,0,0,6.7109,0.5522,3189200000,N/A,6700000000,476000000,0,1000000000,26.6388,1.6809,3.1173,-10.4272,
600004.SH,白云机场,2006-10-23,5.087,5.087,5.1022,4.9959,5.0186,7638767,50691735,-0.0683,-1.3433,6.6361,1.6048,3146360000,N/A,6610000000,476000000,0,1000000000,26.281,1.6583,3.0754,-10.2872,
600004.SH,白云机场,2006-10-24,5.0186,5.0338,5.0794,5.0262,5.0718,4348202,28950829,0.0531,1.059,6.6581,0.9135,3179680000,N/A,6680000000,476000000,0,1000000000,26.5593,1.6759,3.108,-10.3961,
600004.SH,白云机场,2006-10-25,5.0718,5.0718,5.0946,5.0414,5.0566,3568788,23801621,-0.0152,-0.2994,6.6694,0.7497,3170160000,N/A,6660000000,476000000,0,1000000000,26.4798,1.6709,3.0987,-10.365,
600004.SH,白云机场,2006-10-26,5.0566,5.049,5.1098,5.0414,5.0946,3818392,25537696,0.038,0.7508,6.6881,0.8022,3193960000,N/A,6710000000,476000000,0,1000000000,26.6786,1.6834,3.1219,-10.4428,
600004.SH,白云机场,2006-10-27,5.0946,5.0946,5.1933,5.0794,5.1477,10549152,71645637,0.0531,1.0432,6.7916,2.2162,3227280000,N/A,6780000000,476000000,0,1000000000,26.9569,1.701,3.1545,-10.5517,
600004.SH,白云机场,2006-10-30,5.1477,5.1477,5.2312,5.1477,5.2085,8079327,55186496,0.0607,1.1799,6.8306,1.6973,3265360000,N/A,6860000000,476000000,0,1000000000,27.2749,1.7211,3.1917,-10.6763,
600004.SH,白云机场,2006-10-31,5.2085,5.216,5.254,5.1857,5.2009,5997327,41141669,-0.0076,-0.1458,6.86,1.2599,3260600000,N/A,6850000000,476000000,0,1000000000,27.2352,1.7185,3.1871,-10.6607,
600004.SH,白云机场,2006-11-01,5.2009,5.2085,5.2844,5.1705,5.2768,8000296,55130621,0.0759,1.4599,6.8911,1.6807,3308200000,N/A,6950000000,476000000,0,1000000000,27.6328,1.7436,3.2336,-10.8163,
600004.SH,白云机场,2006-11-02,5.2768,5.2692,5.2692,5.2009,5.2085,5385393,37062977,-0.0683,-1.295,6.8821,1.1314,3265360000,N/A,6860000000,476000000,0,1000000000,27.2749,1.7211,3.1917,-10.6763,
600004.SH,白云机场,2006-11-03,5.2085,5.216,5.2692,5.1933,5.2085,5812127,40042688,0,0,6.8895,1.221,3265360000,N/A,6860000000,476000000,0,1000000000,27.2749,1.7211,3.1917,-10.6763,
600004.SH,白云机场,2006-11-06,5.2085,5.2009,5.3299,5.1705,5.3147,7496045,51898771,0.1063,2.0408,6.9235,1.5748,3332000000,N/A,7000000000,476000000,0,1000000000,27.8316,1.7562,3.2569,-10.8941,
600004.SH,白云机场,2006-11-07,5.3147,5.3451,5.3907,5.254,5.3527,10578325,74323688,0.038,0.7143,7.026,2.2223,3355800000,N/A,7050000000,476000000,0,1000000000,28.0304,1.7687,3.2801,-10.9719,
600004.SH,白云机场,2006-11-08,5.3527,5.3527,5.3527,5.254,5.2692,5388352,37550493,-0.0835,-1.5603,6.9688,1.132,3303440000,N/A,6940000000,476000000,0,1000000000,27.593,1.7411,3.2289,-10.8008,
600004.SH,白云机场,2006-11-09,5.2692,5.2692,5.3072,5.2388,5.292,4474976,31062701,0.0228,0.4323,6.9414,0.9401,3317720000,N/A,6970000000,476000000,0,1000000000,27.7123,1.7486,3.2429,-10.8474,
600004.SH,白云机场,2006-11-10,5.292,5.2996,5.2996,5.1629,5.1857,11424759,78626511,-0.1063,-2.0086,6.8821,2.4002,3251080000,N/A,6830000000,476000000,0,1000000000,27.1557,1.7135,3.1778,-10.6296,
600004.SH,白云机场,2006-11-13,5.1857,5.1857,5.2236,5.1401,5.1477,5149459,35117090,-0.038,-0.7321,6.8196,1.0818,3227280000,N/A,6780000000,476000000,0,1000000000,26.9569,1.701,3.1545,-10.5517,
600004.SH,白云机场,2006-11-14,5.1477,5.1629,5.2312,5.1477,5.216,3523682,24000620,0.0683,1.3274,6.8112,0.7403,3270120000,N/A,6870000000,476000000,0,1000000000,27.3147,1.7236,3.1964,-10.6918,
600004.SH,白云机场,2006-11-15,5.216,5.2236,5.3223,5.1933,5.2844,7144382,49595039,0.0683,1.31,6.9418,1.5009,3312960000,N/A,6960000000,476000000,0,1000000000,27.6725,1.7461,3.2383,-10.8319,
600004.SH,白云机场,2006-11-16,5.2844,5.2844,5.3831,5.2388,5.2616,10350932,72530584,-0.0228,-0.431,7.0072,2.1746,3298680000,N/A,6930000000,476000000,0,1000000000,27.5533,1.7386,3.2243,-10.7852,
600004.SH,白云机场,2006-11-17,5.2616,5.2388,5.5197,5.2236,5.4514,17265631,122904522,0.1898,3.6075,7.1184,3.6272,3417680000,N/A,7180000000,476000000,0,1000000000,28.5472,1.8013,3.3406,-11.1743,
600004.SH,白云机场,2006-11-20,5.4514,5.4514,5.4666,5.3603,5.4286,10389572,74037337,-0.0228,-0.4178,7.1261,2.1827,3403400000,N/A,7150000000,476000000,0,1000000000,28.428,1.7938,3.3267,-11.1276,
600004.SH,白云机场,2006-11-21,5.4286,5.4135,5.5122,5.3831,5.4438,9858044,70874860,0.0152,0.2797,7.1895,2.071,3412920000,N/A,7170000000,476000000,0,1000000000,28.5075,1.7988,3.336,-11.1587,
600004.SH,白云机场,2006-11-22,5.4438,5.4362,5.6336,5.4362,5.4818,15802850,115557172,0.038,0.6974,7.3124,3.3199,3436720000,N/A,7220000000,476000000,0,1000000000,28.7063,1.8114,3.3592,-11.2365,
600004.SH,白云机场,2006-11-23,5.4818,5.5046,5.5197,5.3983,5.4135,8056750,57857162,-0.0683,-1.2465,7.1812,1.6926,3393880000,N/A,7130000000,476000000,0,1000000000,28.3485,1.7888,3.3173,-11.0965,
600004.SH,白云机场,2006-11-24,5.4135,5.4362,5.4818,5.3983,5.4514,6229639,44638652,0.038,0.7013,7.1655,1.3087,3417680000,N/A,7180000000,476000000,0,1000000000,28.5472,1.8013,3.3406,-11.1743,
600004.SH,白云机场,2006-11-27,5.4514,5.4438,5.6109,5.4135,5.5729,8704854,63535357,0.1215,2.2284,7.2988,1.8288,3493840000,N/A,7340000000,476000000,0,1000000000,29.1834,1.8415,3.4151,-11.4233,
600004.SH,白云机场,2006-11-28,5.5729,5.5805,5.6109,5.4438,5.459,5455880,39563345,-0.1139,-2.0436,7.2515,1.1462,3422440000,N/A,7190000000,476000000,0,1000000000,28.587,1.8038,3.3453,-11.1898,
600004.SH,白云机场,2006-11-29,5.459,5.4286,5.5122,5.3907,5.4894,5232160,37580709,0.0304,0.5563,7.1826,1.0992,3441480000,N/A,7230000000,476000000,0,1000000000,28.746,1.8139,3.3639,-11.2521,
600004.SH,白云机场,2006-11-30,5.4894,5.5046,5.5653,5.4818,5.5122,6839371,49654188,0.0228,0.4149,7.2601,1.4368,3455760000,N/A,7260000000,476000000,0,1000000000,28.8653,1.8214,3.3778,-11.2988,
600004.SH,白云机场,2006-12-01,5.5122,5.5273,5.6336,5.4514,5.5729,16882229,122650767,0.0607,1.1019,7.2651,3.5467,3493840000,N/A,7340000000,476000000,0,1000000000,29.1834,1.8415,3.4151,-11.4233,
600004.SH,白云机场,2006-12-04,5.5729,5.5729,5.5729,5.5729,5.5729,N/A,N/A,0,0,N/A,N/A,3493840000,N/A,7340000000,476000000,0,1000000000,29.1834,1.8415,3.4151,-11.4233,
600004.SH,白云机场,2006-12-05,5.5729,5.5729,5.5729,5.5729,5.5729,N/A,N/A,0,0,N/A,N/A,3493840000,N/A,7340000000,476000000,0,1000000000,29.1834,1.8415,3.4151,-11.4233,
600004.SH,白云机场,2006-12-06,5.5729,6.1271,6.1271,5.6944,6.074,51740362,411437464,0.5011,8.9918,7.952,10.8698,3808000000,N/A,8000000000,476000000,0,1000000000,31.8075,2.0071,3.7221,-12.4504,
600004.SH,白云机场,2006-12-07,6.074,5.9601,6.2107,5.869,6.0284,32374950,257015149,-0.0456,-0.75,7.9387,6.8015,3779440000,N/A,7940000000,476000000,0,1000000000,31.569,1.992,3.6942,-12.3571,
600004.SH,白云机场,2006-12-08,6.0284,5.9221,6.0133,5.6944,5.702,17306616,133037914,-0.3265,-5.4156,7.6871,3.6358,3574760000,N/A,7510000000,476000000,0,1000000000,29.8593,1.8841,3.4941,-11.6878,
600004.SH,白云机场,2006-12-11,5.702,5.6716,5.9146,5.6716,5.8766,9528882,72548687,0.1746,3.0626,7.6136,2.0019,3684240000,N/A,7740000000,476000000,0,1000000000,30.7738,1.9418,3.6012,-12.0458,
600004.SH,白云机场,2006-12-12,5.8766,5.8842,5.8994,5.6944,5.7855,8524800,64902805,-0.0911,-1.5504,7.6134,1.7909,3627120000,N/A,7620000000,476000000,0,1000000000,30.2967,1.9117,3.5453,-11.859,
600004.SH,白云机场,2006-12-13,5.7855,5.8007,6.074,5.7096,6.0512,19526611,153634618,0.2657,4.5932,7.868,4.1022,3793720000,N/A,7970000000,476000000,0,1000000000,31.6882,1.9995,3.7082,-12.4037,
600004.SH,白云机场,2006-12-14,6.0512,6.074,6.1955,5.9981,6.0284,14441485,116127107,-0.0228,-0.3764,8.0412,3.0339,3779440000,N/A,7940000000,476000000,0,1000000000,31.569,1.992,3.6942,-12.3571,
600004.SH,白云机场,2006-12-15,6.0284,6.0208,6.0892,5.9601,6.0284,10315561,81751857,0,0,7.9251,2.1671,3779440000,N/A,7940000000,476000000,0,1000000000,31.569,1.992,3.6942,-12.3571,
600004.SH,白云机场,2006-12-18,6.0284,6.0284,6.0664,5.8842,5.9373,11750712,92294516,-0.0911,-1.5113,7.8544,2.4686,3722320000,N/A,7820000000,476000000,0,1000000000,31.0919,1.9619,3.6384,-12.1703,
600004.SH,白云机场,2006-12-19,5.9373,5.9373,5.9449,5.7323,5.8614,17260996,132296030,-0.0759,-1.2788,7.6644,3.6263,3674720000,N/A,7720000000,476000000,0,1000000000,30.6943,1.9368,3.5919,-12.0147,
600004.SH,白云机场,2006-12-20,5.8614,5.8462,5.907,5.7399,5.8918,10649899,81802584,0.0304,0.5181,7.6811,2.143,3856409600,N/A,7760000000,496960000,0,1000000000,30.8533,1.9468,3.6105,-12.0769,
600004.SH,白云机场,2006-12-21,5.8918,5.869,5.8994,5.7703,5.8234,9528407,73196419,-0.0683,-1.1598,7.6819,1.9173,3811683200,N/A,7670000000,496960000,0,1000000000,30.4955,1.9243,3.5686,-11.9369,
600004.SH,白云机场,2006-12-22,5.8234,5.7703,5.8386,5.7096,5.7703,7850657,59631529,-0.0531,-0.9126,7.5957,1.5797,3776896000,N/A,7600000000,496960000,0,1000000000,30.2171,1.9067,3.536,-11.8279,
600004.SH,白云机场,2006-12-25,5.7703,5.7703,5.8918,5.7627,5.7931,12250680,93573579,0.0228,0.3947,7.6382,2.4651,3791804800,N/A,7630000000,496960000,0,1000000000,30.3364,1.9142,3.55,-11.8746,
600004.SH,白云机场,2006-12-26,5.7931,5.7779,5.8007,5.6564,5.6944,7942673,59667585,-0.0987,-1.7038,7.5123,1.5983,3727200000,N/A,7500000000,496960000,0,1000000000,29.8195,1.8816,3.4895,-11.6723,
600004.SH,白云机场,2006-12-27,5.6944,5.6868,5.7931,5.6336,5.7475,10991422,82486659,0.0531,0.9333,7.5046,2.2117,3761987200,N/A,7570000000,496960000,0,1000000000,30.0979,1.8992,3.5221,-11.7812,
600004.SH,白云机场,2006-12-28,5.7475,5.7627,5.7855,5.5577,5.5805,14361740,106963985,-0.167,-2.9062,7.4478,2.8899,3652656000,N/A,7350000000,496960000,0,1000000000,29.2232,1.844,3.4197,-11.4388,
600004.SH,白云机场,2006-12-29,5.5805,5.6184,5.8386,5.6184,5.7247,16475159,124575258,0.1443,2.585,7.5614,3.3152,3747078400,N/A,7540000000,496960000,0,1000000000,29.9786,1.8917,3.5081,-11.7345,
600004.SH,白云机场,2007-01-04,5.7247,5.8234,6.0968,5.7703,5.8842,23970381,187371988,0.1594,2.7851,7.8168,4.8234,3851440000,N/A,7750000000,496960000,0,1000000000,26.3712,1.8495,3.216,72.0598,
600004.SH,白云机场,2007-01-05,5.8842,5.831,6.2258,5.8083,6.2107,23677712,188621317,0.3265,5.5484,7.9662,4.7645,4065132800,N/A,8180000000,496960000,0,1000000000,27.8343,1.9521,3.3945,76.0579,
600004.SH,白云机场,2007-01-08,6.2107,6.1879,6.4384,6.1499,6.3625,16803340,140279367,0.1518,2.445,8.3483,3.3812,4164524800,N/A,8380000000,496960000,0,1000000000,28.5149,1.9998,3.4775,77.9175,
600004.SH,白云机场,2007-01-09,6.3625,6.3777,6.4157,6.2714,6.3701,12940593,108036819,0.0076,0.1193,8.3487,2.604,4169494400,N/A,8390000000,496960000,0,1000000000,28.5489,2.0022,3.4816,78.0105,
600004.SH,白云机场,2007-01-10,6.3701,6.3625,6.8712,6.279,6.8332,30646591,267789388,0.4631,7.2706,8.738,6.1668,4472640000,N/A,9000000000,496960000,0,1000000000,30.6246,2.1478,3.7348,83.6823,
600004.SH,白云机场,2007-01-11,6.8332,6.8029,7.1673,6.689,6.9319,26152145,240017312,0.0987,1.4444,9.1777,5.2624,4537244800,N/A,9130000000,496960000,0,1000000000,31.0669,2.1788,3.7887,84.891,
600004.SH,白云机场,2007-01-12,6.9319,6.856,7.0079,6.5675,6.8408,21558035,191939238,-0.0911,-1.3143,8.9034,4.338,4477609600,N/A,9010000000,496960000,0,1000000000,30.6586,2.1501,3.7389,83.7753,
600004.SH,白云机场,2007-01-15,6.8408,7.0914,7.1521,6.727,7.0458,43263191,394284654,0.205,2.9967,9.1136,8.7056,4611788800,N/A,9280000000,496960000,0,1000000000,31.5774,2.2146,3.8509,86.2858,
600004.SH,白云机场,2007-01-16,7.0458,7.0458,7.0534,6.8408,6.9319,20403515,185722443,-0.1139,-1.6164,9.1025,4.1057,4537244800,N/A,9130000000,496960000,0,1000000000,31.0669,2.1788,3.7887,84.891,
600004.SH,白云机场,2007-01-17,6.9319,6.9319,6.9319,6.6055,6.6738,21117867,187874879,-0.2581,-3.724,8.8965,4.2494,4368278400,N/A,8790000000,496960000,0,1000000000,29.91,2.0976,3.6476,81.7297,
600004.SH,白云机场,2007-01-18,6.6738,6.6434,6.7497,6.5068,6.6814,12743612,111161705,0.0076,0.1138,8.7229,2.5643,4373248000,N/A,8800000000,496960000,0,1000000000,29.944,2.1,3.6518,81.8227,
600004.SH,白云机场,2007-01-19,6.6814,6.7042,6.9092,6.7042,6.8788,15286419,136954566,0.1974,2.9545,8.9592,3.076,4502457600,N/A,9060000000,496960000,0,1000000000,30.8288,2.1621,3.7597,84.2402,
600004.SH,白云机场,2007-01-22,6.8788,6.894,7.0231,6.8712,6.9851,20412187,186596700,0.1063,1.5453,9.1414,4.1074,4572032000,N/A,9200000000,496960000,0,1000000000,31.3051,2.1955,3.8177,85.5419,
600004.SH,白云机场,2007-01-23,6.9851,7.0003,7.0155,6.6434,6.8408,16997533,152600662,-0.1443,-2.0652,8.9778,3.4203,4477609600,N/A,9010000000,496960000,0,1000000000,30.6586,2.1501,3.7389,83.7753,
600004.SH,白云机场,2007-01-24,6.8408,6.8332,7.0307,6.7042,7.0003,20332216,185143758,0.1594,2.3307,9.1059,4.0913,4581971200,N/A,9220000000,496960000,0,1000000000,31.3732,2.2003,3.826,85.7279,
600004.SH,白云机场,2007-01-25,7.0003,6.9547,7.2584,6.7953,7.0686,32095491,297708101,0.0683,0.9761,9.2757,6.4584,4626697600,N/A,9310000000,496960000,0,1000000000,31.6794,2.2217,3.8634,86.5647,
600004.SH,白云机场,2007-01-26,7.0686,6.9775,7.0914,6.6814,6.9851,17888657,162990505,-0.0835,-1.1815,9.1114,3.5996,4572032000,N/A,9200000000,496960000,0,1000000000,31.3051,2.1955,3.8177,85.5419,
600004.SH,白云机场,2007-01-29,6.9851,7.0458,7.5773,7.0458,7.5318,35227924,343053894,0.5467,7.8261,9.7381,7.0887,4929843200,N/A,9920000000,496960000,0,1000000000,33.7551,2.3673,4.1165,92.2365,
600004.SH,白云机场,2007-01-30,7.5318,7.5318,7.5621,7.2888,7.3799,15797275,153900274,-0.1518,-2.0161,9.7422,3.1788,4830451200,N/A,9720000000,496960000,0,1000000000,33.0746,2.3196,4.0335,90.3769,
600004.SH,白云机场,2007-01-31,7.3799,7.3344,7.6532,7.2205,7.3268,21524500,210694158,-0.0531,-0.7202,9.7886,4.3312,4795664000,N/A,9650000000,496960000,0,1000000000,32.8364,2.3029,4.0045,89.726,
600004.SH,白云机场,2007-02-01,7.3268,7.2129,7.4482,7.1218,7.2812,14152909,135908224,-0.0456,-0.6218,9.6028,2.8479,4765846400,N/A,9590000000,496960000,0,1000000000,32.6322,2.2886,3.9796,89.1681,
600004.SH,白云机场,2007-02-02,7.2812,7.2888,7.5925,7.2281,7.4482,26109957,255451031,0.167,2.2941,9.7837,5.2539,4875177600,N/A,9810000000,496960000,0,1000000000,33.3808,2.3411,4.0709,91.2137,
600004.SH,白云机场,2007-02-05,7.4482,7.4558,7.7292,7.2129,7.6912,22498991,223679593,0.243,3.262,9.9418,4.5273,5034204800,N/A,10130000000,496960000,0,1000000000,34.4697,2.4174,4.2037,94.1891,
600004.SH,白云机场,2007-02-06,7.6912,7.6912,7.7823,7.5166,7.6077,16378054,164663506,-0.0835,-1.0859,10.0539,3.2956,4979539200,N/A,10020000000,496960000,0,1000000000,34.0954,2.3912,4.158,93.1663,
600004.SH,白云机场,2007-02-07,7.6077,7.6305,8.3669,7.6305,8.3669,31128201,332350845,0.7592,9.98,10.6768,6.2637,5476499200,N/A,11020000000,496960000,0,1000000000,37.4981,2.6298,4.573,102.4643,
600004.SH,白云机场,2007-02-08,8.3669,8.496,8.8073,8.3745,8.6023,24092848,273690392,0.2354,2.8131,11.3598,4.848,5630556800,N/A,11330000000,496960000,0,1000000000,38.553,2.7038,4.7016,105.3467,
600004.SH,白云机场,2007-02-09,8.6023,8.5795,9.4603,8.4125,8.9743,35877802,432652541,0.372,4.3248,12.0591,7.2195,5874067200,N/A,11820000000,496960000,0,1000000000,40.2203,2.8207,4.905,109.9028,
600004.SH,白云机场,2007-02-12,8.9743,8.9212,9.3691,8.8453,9.0958,11929185,143088911,0.1215,1.3536,11.9949,2.4004,5953580800,N/A,11980000000,496960000,0,1000000000,40.7647,2.8589,4.9714,111.3904,
600004.SH,白云机场,2007-02-13,9.0958,9.0882,9.8627,9.0882,9.6425,12789191,160993611,0.5467,6.01,12.5883,2.5735,6311392000,N/A,12700000000,496960000,0,1000000000,43.2147,3.0307,5.2702,118.085,
600004.SH,白云机场,2007-02-14,9.6425,9.6728,10.0221,9.5058,9.6273,18610745,239952275,-0.0152,-0.1575,12.8932,3.7449,6301452800,N/A,12680000000,496960000,0,1000000000,43.1466,3.026,5.2619,117.8991,
600004.SH,白云机场,2007-02-15,9.6273,9.6425,9.8702,9.5665,9.7943,10831095,138372332,0.167,1.735,12.7755,2.1795,6410784000,N/A,12900000000,496960000,0,1000000000,43.8952,3.0785,5.3531,119.9446,
600004.SH,白云机场,2007-02-16,9.7943,9.8323,9.8702,9.5286,9.5893,9295226,118003505,-0.205,-2.093,12.6951,1.8704,6276604800,N/A,12630000000,496960000,0,1000000000,42.9765,3.014,5.2411,117.4342,
600004.SH,白云机场,2007-02-26,9.5893,9.559,9.6197,9.1793,9.5817,9397421,115889025,-0.0076,-0.0792,12.332,1.891,6271635200,N/A,12620000000,496960000,0,1000000000,42.9425,3.0116,5.237,117.3412,
600004.SH,白云机场,2007-02-27,9.5817,9.5362,9.5362,8.6251,8.6251,15941086,189578924,-0.9567,-9.9842,11.8925,3.2077,5645465600,N/A,11360000000,496960000,0,1000000000,38.655,2.7109,4.7141,105.6257,
600004.SH,白云机场,2007-02-28,8.6251,7.9797,8.7314,7.9797,8.6403,17614321,194500684,0.0152,0.1761,11.0422,3.5444,5655404800,N/A,11380000000,496960000,0,1000000000,38.7231,2.7157,4.7224,105.8116,
600004.SH,白云机场,2007-03-01,8.6403,8.4884,8.5036,8.0632,8.2455,11242873,123271474,-0.3948,-4.5694,10.9644,2.2623,5396985600,N/A,10860000000,496960000,0,1000000000,36.9537,2.5916,4.5066,100.9766,
600004.SH,白云机场,2007-03-02,8.2455,8.2227,8.6934,8.1999,8.4732,9063869,101842384,0.2278,2.7624,11.2361,1.8239,5546073600,N/A,11160000000,496960000,0,1000000000,37.9745,2.6632,4.6311,103.7661,
600004.SH,白云机场,2007-03-05,8.4732,8.3897,8.701,8.0936,8.3517,8535913,94234635,-0.1215,-1.4337,11.0398,1.7176,5466560000,N/A,11000000000,496960000,0,1000000000,37.4301,2.625,4.5647,102.2784,
600004.SH,白云机场,2007-03-06,8.3517,8.2758,9.1869,8.2379,9.0199,19934483,233607395,0.6681,8,11.7188,4.0113,5903884800,N/A,11880000000,496960000,0,1000000000,40.4245,2.835,4.9299,110.4606,
600004.SH,白云机场,2007-03-07,9.0199,9.0199,9.2249,8.8908,9.0958,10232941,121993216,0.0759,0.8418,11.9216,2.0591,5953580800,N/A,11980000000,496960000,0,1000000000,40.7647,2.8589,4.9714,111.3904,
600004.SH,白云机场,2007-03-08,9.0958,9.0958,9.2628,9.0351,9.2173,6870985,82781459,0.1215,1.3356,12.048,1.3826,6033094400,N/A,12140000000,496960000,0,1000000000,41.3092,2.8971,5.0378,112.8781,
600004.SH,白云机场,2007-03-09,9.2173,9.2173,9.3008,8.9212,8.9971,6452875,76963113,-0.2202,-2.3888,11.9269,1.2985,5888976000,N/A,11850000000,496960000,0,1000000000,40.3224,2.8279,4.9174,110.1817,
600004.SH,白云机场,2007-03-12,8.9971,8.9591,9.1717,8.7314,9.1262,7678162,90010363,0.1291,1.4346,11.7229,1.545,5973459200,N/A,12020000000,496960000,0,1000000000,40.9008,2.8685,4.988,111.7624,
600004.SH,白云机场,2007-03-13,9.1262,9.1186,9.7032,9.073,9.6045,14828375,185462230,0.4783,5.2413,12.5073,2.9838,6286544000,N/A,12650000000,496960000,0,1000000000,43.0446,3.0188,5.2494,117.6201,
