代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600004.SH,白云机场,2003-10-28,4.7573,4.9079,4.938,4.7995,4.8898,10117913,81675864,0.1325,2.7848,8.0724,2.5295,3248000000,N/A,8120000000,400000000,0,1000000000,28.3242,6.7632,8.6415,73.3171,
600004.SH,白云机场,2003-10-29,4.8898,4.9018,4.9681,4.8597,4.938,6573159,53588551,0.0482,0.9852,8.1526,1.6433,3280000000,N/A,8200000000,400000000,0,1000000000,28.6033,6.8299,8.7266,74.0394,
600004.SH,白云机场,2003-10-30,4.938,4.9621,5.0102,4.9018,4.9139,4366090,36015735,-0.0241,-0.4878,8.249,1.0915,3264000000,N/A,8160000000,400000000,0,1000000000,28.4638,6.7965,8.684,73.6782,
600004.SH,白云机场,2003-10-31,4.9139,4.9079,5.0042,4.8717,4.944,3360353,27613311,0.0301,0.6127,8.2174,0.8401,3284000000,N/A,8210000000,400000000,0,1000000000,28.6382,6.8382,8.7372,74.1297,
600004.SH,白云机场,2003-11-03,4.944,4.956,5.0825,4.944,5.0283,3667934,30562408,0.0843,1.7052,8.3323,0.917,3340000000,N/A,8350000000,400000000,0,1000000000,29.1265,6.9548,8.8862,75.3938,
600004.SH,白云机场,2003-11-04,5.0283,5.0283,5.3655,5.0102,5.1307,13941533,120382925,0.1024,2.0359,8.6348,3.4854,3408000000,N/A,8520000000,400000000,0,1000000000,29.7195,7.0964,9.0672,76.9287,
600004.SH,白云机场,2003-11-05,5.1307,5.1307,5.227,5.1066,5.1548,5304208,45442977,0.0241,0.4695,8.5673,1.3261,3424000000,N/A,8560000000,400000000,0,1000000000,29.859,7.1297,9.1097,77.2899,
600004.SH,白云机场,2003-11-06,5.1548,5.1548,5.1548,5.0584,5.0885,3804102,32247610,-0.0662,-1.285,8.4771,0.951,3380000000,N/A,8450000000,400000000,0,1000000000,29.4753,7.0381,8.9927,76.2967,
600004.SH,白云机场,2003-11-07,5.0885,5.0705,5.0765,4.8717,4.938,6001490,49525145,-0.1505,-2.9586,8.2521,1.5004,3280000000,N/A,8200000000,400000000,0,1000000000,28.6033,6.8299,8.7266,74.0394,
600004.SH,白云机场,2003-11-10,4.938,4.938,5.0343,4.8898,5.0102,1554894,12780017,0.0723,1.4634,8.2192,0.3887,3328000000,N/A,8320000000,400000000,0,1000000000,29.0219,6.9298,8.8543,75.1229,
600004.SH,白云机场,2003-11-11,5.0102,4.9982,5.0524,4.944,4.9982,3584509,29695527,-0.012,-0.2404,8.2844,0.8961,3320000000,N/A,8300000000,400000000,0,1000000000,28.9521,6.9132,8.833,74.9423,
600004.SH,白云机场,2003-11-12,4.9982,4.9982,4.9982,4.8236,4.8476,5114076,41473425,-0.1505,-3.012,8.1097,1.2785,3220000000,N/A,8050000000,400000000,0,1000000000,28.0801,6.7049,8.567,72.685,
600004.SH,白云机场,2003-11-13,4.8476,4.8296,4.9079,4.8175,4.8476,2167758,17502231,0,0,8.0739,0.5419,3220000000,N/A,8050000000,400000000,0,1000000000,28.0801,6.7049,8.567,72.685,
600004.SH,白云机场,2003-11-14,4.8476,4.8657,4.9139,4.8476,4.8778,3210070,26001031,0.0301,0.6211,8.0998,0.8025,3240000000,N/A,8100000000,400000000,0,1000000000,28.2545,6.7466,8.6202,73.1365,
600004.SH,白云机场,2003-11-17,4.8778,4.8778,4.9139,4.8537,4.8717,1832018,14844778,-0.006,-0.1235,8.103,0.458,3236000000,N/A,8090000000,400000000,0,1000000000,28.2196,6.7382,8.6095,73.0462,
600004.SH,白云机场,2003-11-18,4.8717,4.8717,4.8778,4.7934,4.8175,3507000,28106869,-0.0542,-1.1125,8.0145,0.8767,3200000000,N/A,8000000000,400000000,0,1000000000,27.9056,6.6633,8.5138,72.2336,
600004.SH,白云机场,2003-11-19,4.8175,4.8175,4.9079,4.7934,4.8778,1691672,13614947,0.0602,1.25,8.0482,0.4229,3240000000,N/A,8100000000,400000000,0,1000000000,28.2545,6.7466,8.6202,73.1365,
600004.SH,白云机场,2003-11-20,4.8778,4.8898,5.0524,4.8175,4.9982,4689753,38632765,0.1204,2.4691,8.2377,1.1724,3320000000,N/A,8300000000,400000000,0,1000000000,28.9521,6.9132,8.833,74.9423,
600004.SH,白云机场,2003-11-21,4.9982,5.0102,5.0885,4.9199,4.9199,3430796,28432185,-0.0783,-1.5663,8.2873,0.8577,3268000000,N/A,8170000000,400000000,0,1000000000,28.4986,6.8049,8.6947,73.7685,
600004.SH,白云机场,2003-11-24,4.9199,4.9259,5.0705,4.8958,5.0524,4759801,39596059,0.1325,2.6928,8.3188,1.19,3356000000,N/A,8390000000,400000000,0,1000000000,29.266,6.9881,8.9288,75.755,
600004.SH,白云机场,2003-11-25,5.0524,5.0464,5.1969,5.0102,5.1126,12465330,105841988,0.0602,1.1919,8.4909,3.1163,3396000000,N/A,8490000000,400000000,0,1000000000,29.6149,7.0714,9.0352,76.6579,
600004.SH,白云机场,2003-11-26,5.1126,5.1006,5.1668,5.0524,5.1307,3719586,31502180,0.0181,0.3534,8.4693,0.9299,3408000000,N/A,8520000000,400000000,0,1000000000,29.7195,7.0964,9.0672,76.9287,
600004.SH,白云机场,2003-11-27,5.1307,5.1186,5.1186,5.0163,5.0223,3729900,31319246,-0.1084,-2.1127,8.3968,0.9325,3336000000,N/A,8340000000,400000000,0,1000000000,29.0916,6.9465,8.8756,75.3035,
600004.SH,白云机场,2003-11-28,5.0223,5.0163,5.0524,4.95,5.0042,3913158,32448092,-0.0181,-0.3597,8.292,0.9783,3324000000,N/A,8310000000,400000000,0,1000000000,28.987,6.9215,8.8437,75.0326,
600004.SH,白云机场,2003-12-01,5.0042,5.0223,5.1789,5.0042,5.1427,7200859,61192759,0.1385,2.7677,8.498,1.8002,3416000000,N/A,8540000000,400000000,0,1000000000,29.7893,7.1131,9.0884,77.1093,
600004.SH,白云机场,2003-12-02,5.1427,5.1668,5.2391,5.1006,5.1487,6481623,55775071,0.006,0.1171,8.6051,1.6204,3420000000,N/A,8550000000,400000000,0,1000000000,29.8242,7.1214,9.0991,77.1996,
600004.SH,白云机场,2003-12-03,5.1487,5.1307,5.2872,5.1186,5.1969,8031462,69549108,0.0482,0.9357,8.6596,2.0079,3452000000,N/A,8630000000,400000000,0,1000000000,30.1032,7.188,9.1842,77.922,
600004.SH,白云机场,2003-12-04,5.1969,5.209,5.2571,5.1668,5.221,4714306,40821895,0.0241,0.4635,8.6592,1.1786,3468000000,N/A,8670000000,400000000,0,1000000000,30.2427,7.2213,9.2268,78.2831,
600004.SH,白云机场,2003-12-05,5.221,5.2391,5.2632,5.1608,5.1969,3613038,31206812,-0.0241,-0.4614,8.6373,0.9033,3452000000,N/A,8630000000,400000000,0,1000000000,30.1032,7.188,9.1842,77.922,
600004.SH,白云机场,2003-12-08,5.1969,5.2029,5.215,5.1307,5.1608,2892202,24808237,-0.0361,-0.6952,8.5776,0.7231,3428000000,N/A,8570000000,400000000,0,1000000000,29.8939,7.138,9.1204,77.3802,
600004.SH,白云机场,2003-12-09,5.1608,5.1487,5.2511,5.1247,5.227,4881984,42183770,0.0662,1.2835,8.6407,1.2205,3472000000,N/A,8680000000,400000000,0,1000000000,30.2776,7.2297,9.2374,78.3734,
600004.SH,白云机场,2003-12-10,5.227,5.227,5.3414,5.215,5.3234,9470103,83203832,0.0964,1.8433,8.7859,2.3675,3536000000,N/A,8840000000,400000000,0,1000000000,30.8357,7.3629,9.4077,79.8181,
600004.SH,白云机场,2003-12-11,5.3234,5.3294,5.3414,5.2632,5.3113,6812230,59950609,-0.012,-0.2262,8.8004,1.7031,3528000000,N/A,8820000000,400000000,0,1000000000,30.766,7.3463,9.3864,79.6375,
600004.SH,白云机场,2003-12-12,5.3113,5.3174,5.3174,5.227,5.2692,6000476,52345169,-0.0422,-0.7937,8.7235,1.5001,3500000000,N/A,8750000000,400000000,0,1000000000,30.5218,7.288,9.3119,79.0055,
600004.SH,白云机场,2003-12-15,5.2692,5.2872,5.3053,5.2391,5.2993,3096299,27113361,0.0301,0.5714,8.7567,0.7741,3520000000,N/A,8800000000,400000000,0,1000000000,30.6962,7.3296,9.3651,79.4569,
600004.SH,白云机场,2003-12-16,5.2993,5.2993,5.2993,5.1487,5.2511,4082017,35423429,-0.0482,-0.9091,8.6779,1.0205,3488000000,N/A,8720000000,400000000,0,1000000000,30.4172,7.263,9.28,78.7346,
600004.SH,白云机场,2003-12-17,5.2511,5.2511,5.3174,5.1728,5.1789,8954175,77962340,-0.0723,-1.3761,8.7068,2.2385,3440000000,N/A,8600000000,400000000,0,1000000000,29.9986,7.163,9.1523,77.6511,
600004.SH,白云机场,2003-12-18,5.1789,5.1668,5.233,5.1307,5.1668,4272601,36696735,-0.012,-0.2326,8.5889,1.0682,3432000000,N/A,8580000000,400000000,0,1000000000,29.9288,7.1464,9.131,77.4705,
600004.SH,白云机场,2003-12-19,5.1668,5.1789,5.2872,5.1427,5.2752,7474440,64721305,0.1084,2.0979,8.659,1.8686,3504000000,N/A,8760000000,400000000,0,1000000000,30.5567,7.2963,9.3226,79.0958,
600004.SH,白云机场,2003-12-22,5.2752,5.2872,5.4739,5.227,5.4559,19822311,177489113,0.1807,3.4247,8.954,4.9556,3624000000,N/A,9060000000,400000000,0,1000000000,31.6031,7.5462,9.6418,81.8045,
600004.SH,白云机场,2003-12-23,5.4559,5.4559,5.498,5.3595,5.4559,8886209,80370211,0,0,9.0444,2.2216,3624000000,N/A,9060000000,400000000,0,1000000000,31.6031,7.5462,9.6418,81.8045,
600004.SH,白云机场,2003-12-24,5.4559,5.4799,5.6004,5.4619,5.5101,14752764,135300911,0.0542,0.9934,9.1712,3.6882,3660000000,N/A,9150000000,400000000,0,1000000000,31.9171,7.6211,9.7376,82.6171,
600004.SH,白云机场,2003-12-25,5.5101,5.5221,5.6185,5.4799,5.5221,7283893,67045186,0.012,0.2186,9.2046,1.821,3668000000,N/A,9170000000,400000000,0,1000000000,31.9869,7.6378,9.7589,82.7977,
600004.SH,白云机场,2003-12-26,5.5221,5.5402,5.5643,5.3776,5.4679,7793995,70348684,-0.0542,-0.9815,9.026,1.9485,3632000000,N/A,9080000000,400000000,0,1000000000,31.6729,7.5628,9.6631,81.9851,
600004.SH,白云机场,2003-12-29,5.4679,5.3956,5.4017,5.2993,5.3354,8403983,74681822,-0.1325,-2.4229,8.8865,2.101,3544000000,N/A,8860000000,400000000,0,1000000000,30.9055,7.3796,9.429,79.9987,
600004.SH,白云机场,2003-12-30,5.3354,5.3294,5.4197,5.3294,5.4137,6069865,54098680,0.0783,1.4673,8.9127,1.5175,3596000000,N/A,8990000000,400000000,0,1000000000,31.359,7.4879,9.5673,81.1725,
600004.SH,白云机场,2003-12-31,5.4137,5.4017,5.4739,5.3595,5.3655,3776790,33758820,-0.0482,-0.8899,8.9385,0.9442,3564000000,N/A,8910000000,400000000,0,1000000000,31.0799,7.4212,9.4822,80.4501,
600004.SH,白云机场,2004-01-02,5.3655,5.3475,5.5161,5.3294,5.4257,6595696,59477910,0.0602,1.1223,9.0177,1.6489,3604000000,N/A,9010000000,400000000,0,1000000000,30.4244,2.384,8.4852,616.576,
600004.SH,白云机场,2004-01-05,5.4257,5.4197,5.7268,5.4077,5.6666,21550846,200552192,0.2409,4.4395,9.306,5.3877,3764000000,N/A,9410000000,400000000,0,1000000000,31.7751,2.4898,8.8619,643.9489,
600004.SH,白云机场,2004-01-06,5.6666,5.6546,5.7991,5.6185,5.7208,20441095,194062857,0.0542,0.9564,9.4938,5.1103,3800000000,N/A,9500000000,400000000,0,1000000000,32.079,2.5136,8.9466,650.1078,
600004.SH,白云机场,2004-01-07,5.7208,5.7208,5.8894,5.6606,5.8774,19570755,188150396,0.1566,2.7368,9.6139,4.8927,3904000000,N/A,9760000000,400000000,0,1000000000,32.957,2.5824,9.1915,667.9003,
600004.SH,白云机场,2004-01-08,5.8774,5.9015,6.0279,5.8112,5.8473,21611308,211684690,-0.0301,-0.5123,9.7951,5.4028,3884000000,N/A,9710000000,400000000,0,1000000000,32.7881,2.5692,9.1444,664.4786,
600004.SH,白云机场,2004-01-09,5.8473,5.8473,6.0219,5.7389,5.763,22687819,222472801,-0.0843,-1.4418,9.8058,5.672,3828000000,N/A,9570000000,400000000,0,1000000000,32.3154,2.5322,9.0126,654.8981,
600004.SH,白云机场,2004-01-12,5.763,5.7509,5.9557,5.7208,5.9436,11082212,107165698,0.1807,3.1348,9.6701,2.7706,3948000000,N/A,9870000000,400000000,0,1000000000,33.3284,2.6115,9.2951,675.4279,
600004.SH,白云机场,2004-01-13,5.9436,5.9436,6.0761,5.8112,5.8894,14982445,147970210,-0.0542,-0.9119,9.8762,3.7456,3912000000,N/A,9780000000,400000000,0,1000000000,33.0245,2.5877,9.2103,669.2689,
600004.SH,白云机场,2004-01-14,5.8894,5.8834,5.8894,5.7028,5.7148,12624183,120744581,-0.1746,-2.9652,9.5645,3.156,3796000000,N/A,9490000000,400000000,0,1000000000,32.0452,2.511,8.9372,649.4235,
600004.SH,白云机场,2004-01-15,5.7148,5.7088,5.8352,5.6967,5.7268,9320905,89120549,0.012,0.2107,9.5614,2.3302,3804000000,N/A,9510000000,400000000,0,1000000000,32.1128,2.5163,8.9561,650.7922,
600004.SH,白云机场,2004-01-16,5.7268,5.7268,5.8593,5.6546,5.8172,8182901,78282705,0.0903,1.5773,9.5666,2.0457,3864000000,N/A,9660000000,400000000,0,1000000000,32.6193,2.556,9.0973,661.057,
600004.SH,白云机场,2004-01-29,5.8172,5.8413,5.8774,5.7389,5.8714,6401085,61769587,0.0542,0.9317,9.6499,1.6003,3900000000,N/A,9750000000,400000000,0,1000000000,32.9232,2.5798,9.1821,667.2159,
600004.SH,白云机场,2004-01-30,5.8714,5.8593,5.8593,5.6425,5.6486,10532147,100014336,-0.2228,-3.7949,9.4961,2.633,3752000000,N/A,9380000000,400000000,0,1000000000,31.6738,2.4819,8.8336,641.8959,
600004.SH,白云机场,2004-02-02,5.6486,5.8112,5.8955,5.5883,5.7509,16188661,154987937,0.1024,1.8124,9.5739,4.0472,3820000000,N/A,9550000000,400000000,0,1000000000,32.2479,2.5269,8.9937,653.5295,
600004.SH,白云机场,2004-02-03,5.7509,5.7509,5.775,5.6305,5.7389,8651220,81852079,-0.012,-0.2094,9.4613,2.1628,3812000000,N/A,9530000000,400000000,0,1000000000,32.1803,2.5216,8.9749,652.1608,
600004.SH,白云机场,2004-02-04,5.7389,5.7389,5.9015,5.7028,5.8955,17217971,167071474,0.1566,2.7282,9.7033,4.3045,3916000000,N/A,9790000000,400000000,0,1000000000,33.0583,2.5904,9.2197,669.9532,
600004.SH,白云机场,2004-02-05,5.8955,5.9015,5.9075,5.7871,5.8413,10396138,100608609,-0.0542,-0.9193,9.6775,2.599,3880000000,N/A,9700000000,400000000,0,1000000000,32.7544,2.5666,9.135,663.7943,
600004.SH,白云机场,2004-02-06,5.8413,5.8413,5.9858,5.7208,5.9677,19044000,185296296,0.1265,2.1649,9.7299,4.761,3964000000,N/A,9910000000,400000000,0,1000000000,33.4635,2.6221,9.3328,678.1651,
600004.SH,白云机场,2004-02-09,5.9677,5.9677,6.1002,5.9497,5.9978,20425274,204775333,0.0301,0.5045,10.0256,5.1063,3984000000,N/A,9960000000,400000000,0,1000000000,33.6323,2.6353,9.3798,681.5867,
600004.SH,白云机场,2004-02-10,5.9978,6.0099,6.0882,5.8774,5.9015,13557888,134572166,-0.0964,-1.6064,9.9257,3.3895,3920000000,N/A,9800000000,400000000,0,1000000000,33.092,2.593,9.2292,670.6376,
600004.SH,白云机场,2004-02-11,5.9015,6.0219,6.0821,5.9015,6.0219,15580479,155093179,0.1204,2.0408,9.9543,3.8951,4000000000,N/A,10000000000,400000000,0,1000000000,33.7674,2.6459,9.4175,684.324,
600004.SH,白云机场,2004-02-12,6.0219,6.034,6.1424,5.9075,5.9376,13998576,140403788,-0.0843,-1.4,10.0299,3.4996,3944000000,N/A,9860000000,400000000,0,1000000000,33.2946,2.6089,9.2857,674.7435,
600004.SH,白云机场,2004-02-13,5.9376,5.9436,5.9918,5.8352,5.8834,8811939,86481619,-0.0542,-0.9128,9.8141,2.203,3908000000,N/A,9770000000,400000000,0,1000000000,32.9907,2.5851,9.2009,668.5846,
600004.SH,白云机场,2004-02-16,5.8834,5.8834,5.9918,5.8352,5.9737,8615178,84711761,0.0903,1.5353,9.8329,2.1538,3968000000,N/A,9920000000,400000000,0,1000000000,33.4972,2.6248,9.3422,678.8494,
600004.SH,白云机场,2004-02-17,5.9737,5.9918,6.052,5.9376,6.046,14857744,148128526,0.0723,1.2097,9.9698,3.7144,4016000000,N/A,10040000000,400000000,0,1000000000,33.9025,2.6565,9.4552,687.0613,
600004.SH,白云机场,2004-02-18,6.046,6.052,6.0821,5.9617,5.9978,9689861,96844643,-0.0482,-0.7968,9.9944,2.4225,3984000000,N/A,9960000000,400000000,0,1000000000,33.6323,2.6353,9.3798,681.5867,
600004.SH,白云机场,2004-02-19,5.9978,5.9918,6.052,5.8413,5.8894,12386432,121963305,-0.1084,-1.8072,9.8465,3.0966,3912000000,N/A,9780000000,400000000,0,1000000000,33.0245,2.5877,9.2103,669.2689,
600004.SH,白云机场,2004-02-20,5.8894,5.8955,5.9316,5.8473,5.9135,7368285,71927366,0.0241,0.409,9.7618,1.8421,3928000000,N/A,9820000000,400000000,0,1000000000,33.1596,2.5983,9.248,672.0062,
600004.SH,白云机场,2004-02-23,5.9135,5.9135,5.9135,5.6365,5.6847,15166517,144739500,-0.2288,-3.8697,9.5434,3.7916,3776000000,N/A,9440000000,400000000,0,1000000000,31.8764,2.4978,8.8901,646.0019,
600004.SH,白云机场,2004-02-24,5.6847,5.6606,5.7449,5.6004,5.7088,8342802,78463282,0.0241,0.4237,9.4049,2.0857,3792000000,N/A,9480000000,400000000,0,1000000000,32.0115,2.5083,8.9278,648.7392,
600004.SH,白云机场,2004-02-25,5.7088,5.7088,5.763,5.5402,5.5703,9383782,88015543,-0.1385,-2.4262,9.3795,2.3459,3700000000,N/A,9250000000,400000000,0,1000000000,31.2348,2.4475,8.7112,632.9998,
600004.SH,白云机场,2004-02-26,5.5703,5.5763,5.6666,5.498,5.5944,4540169,42063527,0.0241,0.4324,9.2647,1.135,3716000000,N/A,9290000000,400000000,0,1000000000,31.3699,2.4581,8.7489,635.7371,
600004.SH,白云机场,2004-02-27,5.5944,5.6004,5.6606,5.5402,5.6064,5653199,52577642,0.012,0.2153,9.3005,1.4133,3724000000,N/A,9310000000,400000000,0,1000000000,31.4374,2.4634,8.7677,637.1057,
600004.SH,白云机场,2004-03-01,5.6064,5.6124,5.6606,5.5281,5.6546,4681181,43542213,0.0482,0.8593,9.3015,1.1703,3756000000,N/A,9390000000,400000000,0,1000000000,31.7076,2.4845,8.843,642.5803,
600004.SH,白云机场,2004-03-02,5.6546,5.6546,5.775,5.5823,5.7088,9403505,88875394,0.0542,0.9585,9.4513,2.3509,3792000000,N/A,9480000000,400000000,0,1000000000,32.0115,2.5083,8.9278,648.7392,
600004.SH,白云机场,2004-03-03,5.7088,5.6666,5.6907,5.5281,5.5341,6216548,57585765,-0.1746,-3.0591,9.2633,1.5541,3676000000,N/A,9190000000,400000000,0,1000000000,31.0322,2.4316,8.6547,628.8938,
600004.SH,白云机场,2004-03-04,5.5341,5.5101,5.5883,5.4498,5.5281,5894015,53865538,-0.006,-0.1088,9.139,1.4735,3672000000,N/A,9180000000,400000000,0,1000000000,30.9985,2.429,8.6453,628.2095,
600004.SH,白云机场,2004-03-05,5.5281,5.5402,5.5582,5.4799,5.498,3299575,30161811,-0.0301,-0.5447,9.1411,0.8249,3652000000,N/A,9130000000,400000000,0,1000000000,30.8296,2.4157,8.5982,624.7878,
600004.SH,白云机场,2004-03-08,5.498,5.504,5.5643,5.4197,5.4739,2945289,26883038,-0.0241,-0.4381,9.1275,0.7363,3636000000,N/A,9090000000,400000000,0,1000000000,30.6946,2.4052,8.5605,622.0505,
600004.SH,白云机场,2004-03-09,5.4739,5.4679,5.5281,5.4438,5.4438,3291205,29926008,-0.0301,-0.5501,9.0927,0.8228,3616000000,N/A,9040000000,400000000,0,1000000000,30.5257,2.3919,8.5134,618.6289,
600004.SH,白云机场,2004-03-10,5.4438,5.4438,5.6185,5.4438,5.6124,6102536,56253486,0.1686,3.0973,9.2181,1.5256,3728000000,N/A,9320000000,400000000,0,1000000000,31.4712,2.466,8.7771,637.79,
600004.SH,白云机场,2004-03-11,5.6124,5.6004,5.6967,5.5823,5.6425,5958509,55826484,0.0301,0.5365,9.3692,1.4896,3748000000,N/A,9370000000,400000000,0,1000000000,31.64,2.4792,8.8242,641.2116,
600004.SH,白云机场,2004-03-12,5.6425,5.6606,5.6666,5.5703,5.6425,3314055,30935599,0,0,9.3347,0.8285,3748000000,N/A,9370000000,400000000,0,1000000000,31.64,2.4792,8.8242,641.2116,
600004.SH,白云机场,2004-03-15,5.6425,5.6425,5.7871,5.6004,5.7509,9832022,93747203,0.1084,1.921,9.5349,2.458,3820000000,N/A,9550000000,400000000,0,1000000000,32.2479,2.5269,8.9937,653.5295,
600004.SH,白云机场,2004-03-16,5.7509,5.7509,5.8232,5.6967,5.763,8104987,77642405,0.012,0.2094,9.5796,2.0262,3828000000,N/A,9570000000,400000000,0,1000000000,32.3154,2.5322,9.0126,654.8981,
600004.SH,白云机场,2004-03-17,5.763,5.781,5.7931,5.6666,5.757,5894003,56028611,-0.006,-0.1045,9.506,1.4735,3824000000,N/A,9560000000,400000000,0,1000000000,32.2816,2.5295,9.0031,654.2138,
600004.SH,白云机场,2004-03-18,5.757,5.757,5.8051,5.6245,5.6365,5810508,55246911,-0.1204,-2.0921,9.5081,1.4526,3744000000,N/A,9360000000,400000000,0,1000000000,31.6063,2.4766,8.8148,640.5273,
600004.SH,白云机场,2004-03-19,5.6365,5.6365,5.8653,5.6365,5.8352,12117634,116416860,0.1987,3.5256,9.6072,3.0294,3876000000,N/A,9690000000,400000000,0,1000000000,32.7206,2.5639,9.1256,663.11,
600004.SH,白云机场,2004-03-22,5.8352,5.8352,5.8413,5.7268,5.8352,6208299,59779032,0,0,9.6289,1.5521,3876000000,N/A,9690000000,400000000,0,1000000000,32.7206,2.5639,9.1256,663.11,
600004.SH,白云机场,2004-03-23,5.8352,5.8112,5.8112,5.7088,5.7329,5302641,50537681,-0.1024,-1.7544,9.5307,1.3257,3808000000,N/A,9520000000,400000000,0,1000000000,32.1465,2.5189,8.9655,651.4765,
600004.SH,白云机场,2004-03-24,5.7329,5.7268,5.781,5.6546,5.6787,4301479,40759081,-0.0542,-0.9454,9.4756,1.0754,3772000000,N/A,9430000000,400000000,0,1000000000,31.8426,2.4951,8.8807,645.3176,
600004.SH,白云机场,2004-03-25,5.6787,5.6787,5.7389,5.6425,5.6787,2653861,25039415,0,0,9.4351,0.6635,3772000000,N/A,9430000000,400000000,0,1000000000,31.8426,2.4951,8.8807,645.3176,
600004.SH,白云机场,2004-03-26,5.6787,5.6847,5.7991,5.6546,5.763,5639860,53619317,0.0843,1.4846,9.5072,1.41,3828000000,N/A,9570000000,400000000,0,1000000000,32.3154,2.5322,9.0126,654.8981,
600004.SH,白云机场,2004-03-29,5.763,5.7509,5.8352,5.7509,5.769,4537847,43706881,0.006,0.1045,9.6316,1.1345,3832000000,N/A,9580000000,400000000,0,1000000000,32.3492,2.5348,9.022,655.5825,
600004.SH,白云机场,2004-03-30,5.769,5.781,5.8112,5.7088,5.8112,3351820,32007981,0.0422,0.7307,9.5494,0.838,3860000000,N/A,9650000000,400000000,0,1000000000,32.5855,2.5533,9.0879,660.3727,
600004.SH,白云机场,2004-03-31,5.8112,5.8172,5.8653,5.763,5.7931,6634301,64164007,-0.0181,-0.3109,9.6716,1.6586,3848000000,N/A,9620000000,400000000,0,1000000000,32.4842,2.5454,9.0597,658.3197,
600004.SH,白云机场,2004-04-01,5.7931,5.8112,5.9316,5.775,5.8955,11415970,111383900,0.1024,1.7672,9.7568,2.854,3916000000,N/A,9790000000,400000000,0,1000000000,33.0583,2.5904,9.2197,669.9532,
600004.SH,白云机场,2004-04-02,5.8955,5.9015,6.0942,5.8894,6.0099,20781082,207607417,0.1144,1.9408,9.9902,5.1953,3992000000,N/A,9980000000,400000000,0,1000000000,33.6998,2.6406,9.3987,682.9554,
600004.SH,白云机场,2004-04-05,6.0099,6.0159,6.0581,5.9135,5.9798,8132198,80952289,-0.0301,-0.501,9.9545,2.033,3972000000,N/A,9930000000,400000000,0,1000000000,33.531,2.6274,9.3516,679.5338,
600004.SH,白云机场,2004-04-06,5.9798,5.9737,6.034,5.8834,6.0219,8563272,84753479,0.0422,0.7049,9.8973,2.1408,4000000000,N/A,10000000000,400000000,0,1000000000,33.7674,2.6459,9.4175,684.324,
600004.SH,白云机场,2004-04-07,6.0219,6.0219,6.2146,5.9918,6.1966,16243243,164661542,0.1746,2.9,10.1372,4.0608,4116000000,N/A,10290000000,400000000,0,1000000000,34.7466,2.7227,9.6906,704.1694,
600004.SH,白云机场,2004-04-08,6.1966,6.1966,6.2688,6.1484,6.1785,12088108,124814708,-0.0181,-0.2915,10.3254,3.022,4104000000,N/A,10260000000,400000000,0,1000000000,34.6453,2.7147,9.6624,702.1165,
600004.SH,白云机场,2004-04-09,6.1785,6.1785,6.1905,5.9195,5.9497,14875110,149002375,-0.2288,-3.7037,10.0169,3.7188,3952000000,N/A,9880000000,400000000,0,1000000000,33.3622,2.6142,9.3045,676.1122,
600004.SH,白云机场,2004-04-12,5.9497,5.9316,5.9858,5.9015,5.9316,6077720,59989622,-0.0181,-0.3036,9.8704,1.5194,3940000000,N/A,9850000000,400000000,0,1000000000,33.2609,2.6062,9.2763,674.0592,
